Kraj,X,Y,Pop,NMV,SUM
Strihovec,46.66667,15.66667,236,298,0
Spodnji Porcic,46.58562,15.85051,236,256,0
Goriski Vrh,46.61667,15.01667,236,1015,0
Cezanjevci,46.5225,16.15194,236,178,0
Stogovci,46.34322,15.75414,236,244,0
Suha pri Predosljah,46.27317,14.39913,237,434,0
Srednja Vas pri Kamniku,46.23333,14.68333,237,501,0
Sentjanz,46.31638,14.89692,237,369,0
Log,46.23333,15.76667,237,365,0
Dobrava,45.52939,13.62515,237,37,0
Topole,46.23325,15.61688,237,343,0
Zirovski Vrh,46.05,14.15,238,695,0
Spodnja Breznica,46.32636,15.56934,238,303,0
Pleterje,46.38333,15.75,238,236,0
Vinarje,46.58244,15.63788,238,322,0
Dragucova,46.58269,15.70067,238,275,0
Svetelka,46.27826,15.38234,238,355,0
Gora pri Komendi,46.21122,14.55854,238,383,0
Dol pri Ljubljani,46.08805,14.64463,238,274,0
Volarje,46.20991,13.67165,239,185,0
Velika Loka,45.92889,14.96778,239,283,0
Sober,46.6,15.56667,239,465,0
Mali Log,45.72222,14.58389,239,844,0
Kapele,45.93333,15.68333,239,188,0
Janezovski Vrh,46.47948,15.88122,239,279,0
Jama,46.19861,14.39254,239,364,0
Gabrje pri Dobovi,45.90671,15.65145,239,156,0
Plesivo,45.9842,13.50823,239,110,0
Rudno,46.25,14.16667,240,650,0
Martinj Vrh,46.18333,14.15,240,937,0
Lahomno,46.14258,15.26425,240,288,0
Avce,46.0944,13.68817,240,166,0
Cigonca,46.37278,15.56639,240,264,0
Lipce,46.41747,14.09473,240,552,0
Senesci,46.42747,16.09258,240,260,0
Vodruz,46.18714,15.37163,240,453,0
Dresinja Vas,46.2514,15.20611,240,248,0
Vrbljene,45.9525,14.49222,241,306,0
Vinica,45.46015,15.25396,241,186,0
Vic,46.6,15,241,398,0
Klinja Vas,45.66611,14.86611,241,490,0
Dol pri Ljubljani,46.08861,14.60083,241,278,0
Dolnja Prekopa,45.85,15.38333,241,211,0
Malna,46.617,15.78428,241,254,0
Cresnjice pri Cerkljah,45.89392,15.50887,241,154,0
Velika Racna,45.90417,14.68944,242,329,0
Slap ob Idrijci,46.12333,13.80472,242,219,0
Restanj,46.0335,15.47931,242,270,0
Ravnica,45.98167,13.69833,242,424,0
Mala Kostrevnica,46.03333,14.86667,242,325,0
Gumnisce,45.96694,14.57694,242,344,0
Krka,45.88129,14.77807,242,283,0
Spodnje Jablane,46.38578,15.70945,242,239,0
Dovsko,46.02428,15.46356,242,273,0
Trnjava,46.17687,14.71517,242,383,0
Ranca,46.62993,15.66556,242,302,0
Pecovje,46.21361,15.30106,242,380,0
Sedlasek,46.31004,15.87965,242,314,0
Sentvid pri Lukovici,46.16149,14.67705,242,325,0
Mali Slatnik,45.80534,15.21296,242,212,0
Selce,45.70282,14.18944,243,546,0
Raduha,46.36667,14.75,243,797,0
Ledina,46.03333,15.28333,243,347,0
Ivanci,46.65972,16.2575,243,177,0
Vrhe,46.23129,15.31561,243,287,0
Kapelski Vrh,46.61413,16.02819,243,271,0
Orehovo,46.02765,15.2738,243,295,0
Radmozanci,46.61472,16.38361,244,164,0
Crnivec,46.3348,14.22045,244,498,0
Rozicki Vrh,46.59563,16.04363,244,263,0
Trnava,46.25685,15.06254,244,280,0
Zagorica,45.84972,14.73194,245,598,0
Rocica,46.64,15.74556,245,339,0
Nemcavci,46.68028,16.17806,245,190,0
Koce,45.72333,14.17778,245,536,0
Knezdol,46.18333,15.03333,245,599,0
Olimje,46.15017,15.55903,245,345,0
Vinarje,46.37569,15.49953,245,369,0
Skocjan,45.90667,15.29139,246,168,0
Prekopa,46.25,14.98333,246,317,0
Okoslavci,46.59778,16.02611,246,256,0
Nemska Vas,45.71722,14.74528,246,484,0
Blanca,45.98333,15.4,246,277,0
Zece,46.355,15.395,246,386,0
Dolenja Vas pri Polhovem Gradcu,46.05915,14.34287,246,346,0
Skrjancevo,46.1664,14.60863,246,322,0
Ravenska Vas,46.12701,15.01509,246,534,0
Sentjanz nad Dravcami,46.56341,15.14203,247,674,0
Laze pri Dolskem,46.08333,14.7,247,462,0
Gocova,46.55,15.86667,247,233,0
Pusenci,46.40033,16.17995,248,188,0
Hrusevje,45.76056,14.10639,248,542,0
Domajinci,46.74139,16.05056,248,232,0
Dobrina,46.28333,15.8,248,347,0
Brezula,46.43664,15.69015,248,258,0
Borejci,46.68278,16.10167,248,196,0
Spodnji Stari Grad,45.93895,15.52961,248,151,0
Vicanci,46.44593,16.08273,248,244,0
Stari Grad,46.28888,15.67151,248,364,0
Poljsica pri Gorjah,46.36671,14.063,248,778,0
Drakovci,46.53332,16.03508,248,213,0
Zgornja Vizinga,46.61639,15.19861,249,359,0
Puce,45.475,13.72083,249,252,0
Plave,46.04222,13.5975,249,310,0
Matena,45.98106,14.50087,249,285,0
Javorniski Rovt,46.45,14.1,249,879,0
Sv. Anton na Pohorju,46.55664,15.20776,249,665,0
Vrhovo,46.04028,15.21667,250,206,0
Venise,45.93333,15.46667,250,213,0
Makole,46.31722,15.66722,250,260,0
Gabrovka,45.99951,14.98829,250,372,0
Cresnjevec ob Dravi,46.5407,15.4735,250,332,0
Trebce,46.04111,15.62806,251,356,0
Slovenska Vas,45.66833,14.82611,251,469,0
Rankovci,46.67611,16.08806,251,197,0
Potok,45.78333,15.1,251,168,0
Nevlje,46.23112,14.62427,251,387,0
Ivanjkovci,46.46222,16.14583,251,305,0
Hudi Kot,46.51667,15.26667,251,1063,0
Spodnja Gorica,46.41889,15.69222,251,248,0
Dragatus,45.52083,15.17556,251,165,0
Bresnica,46.4406,16.03371,251,218,0
Sela pri Dolenjskih Toplicah,45.75046,15.04594,251,212,0
Zgornji Hotic,46.1,14.81667,252,459,0
Vucja Vas,46.59944,16.1075,252,185,0
Rumanja Vas,45.76891,15.07089,252,218,0
Brege,45.92086,15.5001,252,154,0
Razkrizje,46.52167,16.28111,252,173,0
Podgora pri Dolskem,46.096,14.65815,252,325,0
Mlace,46.30257,15.51231,252,302,0
Zali Log,46.2,14.1,253,740,0
Spodnji Hotic,46.1,14.83333,253,376,0
Srednji Dolic,46.42083,15.21778,253,576,0
Zavrh nad Dobrno,46.35,15.25,254,444,0
Rogasovci,46.8,16.03333,254,231,0
Podgraje,45.52556,14.34611,254,477,0
Jirsovci,46.5,15.85,254,323,0
Gorica,45.9,15.48333,254,156,0
Hotovlja,46.11316,14.19402,254,544,0
Cikava,45.96747,14.63348,254,339,0
Vrhloga,46.36667,15.63333,255,259,0
Brezovci,46.70833,16.12306,255,205,0
Slatina v Rozni Dolini,46.27854,15.24577,255,275,0
Miklavz pri Ormozu,46.46,16.21361,256,246,0
Gibina,46.52167,16.30028,256,180,0
Colnisce,46.11667,14.96667,256,430,0
Banjsice,46.05,13.71667,256,731,0
Marija Gradec,46.14511,15.24327,256,229,0
Goricica pri Ihanu,46.12033,14.62857,256,294,0
Spodnja Hajdina,46.40889,15.84694,257,223,0
Sele,46.5,15.01667,257,664,0
Brezje,46.35,14.96667,257,401,0
Kremberk,46.63953,15.83569,257,280,0
Smrecje,46.01361,14.195,258,696,0
Rakitnica,45.69917,14.75306,258,483,0
Spodnja Kanomlja,46.03606,14.00463,258,438,0
Paka,46.4,15.28333,259,516,0
Marija Reka,46.20833,15.065,259,683,0
Zupecja Vas,46.37405,15.76643,259,237,0
Sava,46.08984,14.89037,260,332,0
Mali Kamen,46.03283,15.49989,260,318,0
Prelska,46.33593,15.18577,260,389,0
Mlinse,46.14616,14.88038,260,376,0
Zice,46.61667,15.85,261,288,0
Zgornji Zerjavci,46.60194,15.83806,261,250,0
Zgornji Boc,46.58333,15.46667,261,861,0
Grad,46.26667,14.5,261,713,0
Brezovica pri Borovnici,45.89889,14.39639,261,391,0
Olesce,46.16167,15.30556,261,505,0
Veliko Mrasevo,45.88333,15.48333,262,179,0
Veliki Podlog,45.9,15.45,262,155,0
Kozarisce,45.62805,14.46332,262,841,0
Jasen,45.55972,14.26372,262,461,0
Lozice,46.05485,13.60347,262,147,0
Janzev Vrh,46.6253,16.00443,262,244,0
Zerovinci,46.48546,16.15388,263,255,0
Gorjansko,45.80417,13.7125,263,201,0
Babici,45.50278,13.77944,263,176,0
Kocice,46.30078,15.79152,263,369,0
Ozbalt,46.58694,15.39889,264,352,0
Kokra,46.33136,14.49322,264,639,0
Predstruge,45.86523,14.67341,264,534,0
Spodnje Stranje,46.24798,14.59974,265,420,0
Selo,46.72793,16.28862,265,286,0
Lomanose,46.67083,15.94972,265,235,0
Krasci,46.75121,16.03682,265,217,0
Cadram,46.38333,15.46667,265,355,0
Bucecovci,46.58833,16.10667,265,191,0
Zapoge,46.18028,14.46778,266,341,0
Velika Vas pri Krskem,45.92028,15.45972,266,158,0
Krnica,46.35,14.75,266,659,0
Kriska Vas,45.94111,14.73639,266,551,0
Pirsenbreg,45.96434,15.64459,266,202,0
Dravinjski Vrh,46.36164,15.90235,266,296,0
Selo pri Vodicah,46.16055,14.51515,266,327,0
Rasica,45.855,14.62639,267,514,0
Norsinci,46.67222,16.20861,267,184,0
Markovci,46.84444,16.23361,267,309,0
Ajsevica,45.95111,13.69667,267,69,0
Laze pri Borovnici,45.92167,14.35111,267,417,0
Turnse,46.16549,14.62005,267,337,0
Mala Vas,46.38983,16.00999,267,204,0
Podgradje,46.50441,16.21251,267,212,0
Vinski Vrh,46.45178,16.20559,267,296,0
Zbigovci,46.64684,15.9678,268,292,0
Zajelse,46.09818,14.65022,268,339,0
Spodnja Recica,46.31502,14.93121,268,351,0
Mali Vrh,45.96667,15.61667,269,258,0
Zahenberc,46.23853,15.72675,269,261,0
Veliki Vrh,46.34708,15.03984,270,611,0
Cogetinci,46.58111,15.96222,270,232,0
Brengova,46.56667,15.91667,270,247,0
Bohova,46.5,15.66667,270,270,0
Ambrus,45.82722,14.81667,270,347,0
Zvodno,46.20944,15.2825,270,274,0
Kapla,46.24833,15.00944,270,308,0
Stari Log,46.37488,15.65445,270,241,0
Veliko Sirje,46.10238,15.19147,271,423,0
Lusecka Vas,46.30905,15.55605,271,287,0
Pecovnik,46.20107,15.26384,272,412,0
Kocevska Reka,45.57639,14.79694,272,562,0
Hlaponci,46.46472,15.98028,272,235,0
Bistrica ob Sotli,46.05889,15.66417,272,199,0
Podplesivica,45.99645,14.38298,272,290,0
Zbelovo,46.3,15.53333,273,266,0
Motovilci,46.77639,16.06639,273,242,0
Moscanci,46.75139,16.18528,273,319,0
Lemerje,46.71278,16.10278,273,221,0
Janzevski Vrh,46.56806,15.30472,273,889,0
Cesta,45.86194,14.68861,273,444,0
Zitence,46.63306,15.80722,273,316,0
Hardek,46.41464,16.15969,273,223,0
Spodnje Negonje,46.25008,15.61997,273,274,0
Tratna pri Grobelnem,46.20457,15.43805,273,301,0
Dolenja Nemska Vas,45.90472,15.04264,273,267,0
Dolnji Lakos,46.54831,16.43466,273,161,0
St. Janz pri Radljah,46.61667,15.25,274,437,0
Smartno ob Dreti,46.28389,14.89028,274,378,0
Iska Loka,45.96472,14.51583,274,297,0
Gabrnik,46.47306,15.95333,274,238,0
Placar,46.4598,15.8785,274,261,0
Ojstriska Vas,46.23988,15.0246,274,331,0
Pristava,46.52417,16.23694,275,171,0
Mocna,46.56667,15.76667,275,239,0
Harije,45.55278,14.19611,275,508,0
Cagona,46.5525,15.93361,275,306,0
Lokovina,46.33338,15.20816,275,406,0
Kojsko,46.00917,13.57972,276,241,0
Hrusica,45.53917,14.12222,276,581,0
Zadlog,45.94583,13.985,276,733,0
Zimarice,45.77861,14.60139,277,563,0
Tinjska Gora,46.4,15.5,277,402,0
Smihel,45.95222,13.73694,277,354,0
Trebez,45.94092,15.58179,277,157,0
Hlebce,46.36465,14.17753,277,518,0
Mihalovec,45.88333,15.65,278,140,0
Laze v Tuhinju,46.21944,14.76111,278,518,0
Domanjsevci,46.78167,16.30611,278,238,0
Bele Vode,46.4125,14.96111,278,813,0
Babinci,46.54297,16.18863,278,176,0
Zgornja Senica,46.15453,14.38626,279,344,0
Tunjice,46.23534,14.56791,279,371,0
Smartno v Rozni Dolini,46.29453,15.24314,279,317,0
Nuskova,46.81211,16.03475,279,257,0
Stranska Vas,46.06132,14.42665,279,360,0
Spodnje Bitnje,46.21096,14.32451,280,392,0
Radovica,45.68333,15.35,280,333,0
Mlaka pri Kocevju,45.66417,14.84528,280,474,0
Bistricica,46.26803,14.58469,280,486,0
Trnje,45.71901,14.28885,281,752,0
Lokovec,46.04667,13.76896,281,878,0
Medlog,46.24577,15.22466,281,241,0
Turje,46.12939,15.1548,281,537,0
Male Lasce,45.84279,14.63069,281,513,0
Dolenji Leskovec,46.00401,15.45401,282,252,0
Podloze,46.361,15.7464,282,260,0
Hotunje,46.24942,15.41827,282,318,0
Mlaka,46.21761,14.55532,282,392,0
Dobovec pri Rogatcu,46.21891,15.75162,283,287,0
Cepinci,46.86084,16.19059,283,338,0
Velike Malence,45.88176,15.56571,283,226,0
Dolga Gora,46.2768,15.50572,283,320,0
Cermozise,46.26822,15.77216,283,405,0
Zidani Most,46.08823,15.17284,284,385,0
Veliki Obrez,45.9,15.66667,284,141,0
Sveti Tomaz,46.48417,16.08361,284,274,0
Podvin pri Polzeli,46.3,15.05722,284,374,0
Stomaz,45.90583,13.85028,285,387,0
Sodinci,46.43222,16.08861,286,248,0
Radegunda,46.35,14.93333,286,440,0
Logarovci,46.54722,16.10556,286,187,0
Dolenja Trebusa,46.09139,13.84028,286,199,0
Arnace,46.33694,15.12139,286,368,0
Zdole,45.97722,15.54583,287,305,0
Trate,46.69306,15.78639,287,374,0
Teharje,46.23028,15.30222,287,255,0
Loka,46.48861,15.73083,287,243,0
Pecke,46.33472,15.675,287,257,0
Breg pri Ribnici na Dol.,45.75078,14.71413,287,496,0
Senicno,46.33053,14.31888,287,516,0
Smarje pri Sezani,45.72806,13.86889,288,316,0
Dolenji Lazi,45.76417,14.7175,288,499,0
Vucja Gomila,46.70194,16.28676,289,210,0
Rafolce,46.17444,14.67611,289,360,0
Planina pod Golico,46.46583,14.05333,289,992,0
Meljski Hrib,46.56667,15.66667,289,345,0
Boreci,46.55917,16.14139,289,182,0
Krkavce,45.46278,13.69444,290,100,0
Idrija pri Baci,46.14,13.77972,290,197,0
Vrh nad Zelimljami,45.91056,14.59028,290,533,0
Loke,45.95865,13.70449,290,117,0
Petelinje,45.68981,14.19605,292,546,0
Koblarji,45.70272,14.82847,292,552,0
Ihova,46.63139,15.90944,292,280,0
Selo pri Ihanu,46.10632,14.63098,292,383,0
Ribnisko Selo,46.5756,15.64459,292,319,0
Malahorna,46.37221,15.43307,292,339,0
Velika Loka,45.93833,14.72333,293,333,0
Sentilj pod Turjakom,46.45167,15.18778,293,608,0
Krajna,46.69,16.05056,293,200,0
Stara Cesta,46.50135,16.1286,293,286,0
Modrej,46.15925,13.75449,293,367,0
Jesenovo,46.18147,14.97154,293,602,0
Travnik,45.68406,14.61989,294,992,0
Luce,45.91889,14.73167,294,319,0
Kaplja Vas,46.23722,15.07458,294,276,0
Zapotok,45.87694,14.57306,295,620,0
Vrbovo,45.55222,14.27556,295,423,0
Mala Vas pri Grosupljem,45.9325,14.6275,295,363,0
Gorica,46.705,16.145,295,213,0
Gajevci,46.40306,16.02472,295,206,0
Crni Vrh,46.08333,14.26667,296,687,0
Hum,45.99306,13.5825,296,199,0
Retnje,46.33436,14.28975,296,494,0
Selo pri Zirovnici,46.39725,14.14155,296,548,0
Radoslavci,46.52833,16.10333,297,196,0
Imeno,46.13194,15.60167,297,190,0
Zabice,45.50754,14.36931,298,534,0
Studeno,45.82306,14.17722,298,570,0
Selo,46.06667,14.1,298,523,0
Gornje Cerovo,45.98278,13.56333,298,224,0
Safarsko,46.52299,16.28778,298,174,0
Zavodnje,46.42583,15.01778,299,644,0
Tomiselj,45.96417,14.48194,299,298,0
Sovjak,46.55464,15.99907,299,305,0
Satahovci,46.62955,16.11889,299,192,0
Nova Vas,45.77167,14.50583,299,721,0
Crnci,46.69444,15.89139,299,221,0
Zabnica,46.00155,14.40305,299,291,0
Ljubnica,46.39111,15.32333,300,569,0
Celestrina,46.55786,15.71323,300,290,0
Klanec,46.21593,14.53307,300,342,0
Spodnji Gasteraj,46.61333,15.80278,301,306,0
Davca,46.18333,14.03333,301,997,0
Krizni Vrh,46.35139,15.57083,302,295,0
Arnovo Selo,45.96059,15.57106,302,228,0
Decno Selo,45.95225,15.60595,304,174,0
Brda,46.47078,15.15413,304,618,0
Velika Nedelja,46.41778,16.10972,305,200,0
Trimlini,46.54444,16.45861,305,159,0
Srednja Bela,46.29343,14.39758,305,477,0
Segovci,46.69306,15.92389,305,216,0
Metava,46.54056,15.73392,305,295,0
Loke pri Mozirju,46.3325,14.97778,305,327,0
Laze,45.86028,14.26528,305,447,0
Spodnje Preloge,46.34488,15.40637,306,363,0
Skarucna,46.15556,14.48583,306,324,0
Otlica,45.92722,13.90861,306,821,0
Bukosek,45.92888,15.62876,306,156,0
Skrilje,45.89528,13.84944,307,177,0
Salamenci,46.73222,16.11444,307,256,0
Hudeje,45.93441,15.0192,307,301,0
Frankolovo,46.33056,15.31444,307,340,0
Podova,46.43611,15.69806,307,255,0
Dolgovaske Gorice,46.57645,16.467,307,256,0
Sv. Primoz nad Muto,46.62556,15.15747,308,702,0
Stara Cerkev,45.67218,14.83975,309,479,0
Podraga,45.80806,13.94972,309,163,0
Lokrovec,46.26667,15.25,309,276,0
Male Zablje,45.87481,13.85752,309,93,0
Selo pri Zagorju,46.13738,15.01039,309,290,0
Borovci,46.41861,15.94278,310,221,0
Brdce,46.14639,15.15083,310,448,0
Podsabotin,45.98972,13.60806,310,140,0
Troblje,46.52944,15.0875,311,423,0
Sebrelje,46.09889,13.91944,311,612,0
Rodik,45.62556,13.98056,311,579,0
Raka,45.92972,15.38417,311,263,0
Podlog v Savinjski Dolini,46.26667,15.13333,311,270,0
Josipdol,46.51611,15.2825,311,879,0
Brest,45.97028,14.49667,311,294,0
Tlake,46.24964,15.70687,311,253,0
Bostanj,46.01444,15.2825,312,192,0
Artice,45.95389,15.58778,312,218,0
Zupanje njive,46.2697,14.60431,312,444,0
Veliki Gaber,45.93385,14.90708,314,312,0
Podbocje,45.86667,15.46667,314,150,0
Jursinci,46.48472,15.97139,314,235,0
Krizevec,46.36348,15.37385,314,467,0
Irje,46.25,15.63333,315,304,0
Laznica,46.5578,15.56769,315,297,0
Varpolje,46.31541,14.90773,315,364,0
Martinjak,45.775,14.40333,316,563,0
Zgornja Bela,46.3,14.4,317,490,0
Vidonci,46.81389,16.13611,317,384,0
Vosek,46.59178,15.71618,317,261,0
Log,45.99652,15.32508,317,234,0
Tunjiska Mlaka,46.23412,14.58364,318,388,0
Spodnja Vizinga,46.6,15.25,319,316,0
Sestrze,46.35,15.68333,319,287,0
Catez ob Savi,45.88944,15.6025,319,199,0
Vrhole pri Slov. Konjicah,46.37333,15.51722,319,356,0
Zagorci,46.51667,15.98333,322,247,0
Bevce,46.35636,15.14384,322,414,0
Sikole,46.405,15.70306,323,243,0
Gradisce,46.51667,15.1,323,514,0
Globoko,45.955,15.62861,323,167,0
Veliki Vrh pri Smarju,45.98083,14.60389,324,359,0
Rocinj,46.11278,13.67,324,258,0
Gorenje Vrhpolje,45.81699,15.32528,324,251,0
Storje,45.73861,13.92917,325,352,0
Podturn pri Dol. Toplicah,45.74111,15.04167,325,183,0
Jelsane,45.50278,14.27167,325,503,0
Idrsko,46.23244,13.59193,325,213,0
Gradisca,46.35806,15.97694,325,291,0
Zbelovska Gora,46.28656,15.52774,325,315,0
Smarjeta,45.88333,15.25,326,180,0
Rakovnik,46.13333,14.38333,326,566,0
Luze,46.26667,14.43333,326,432,0
Breg pri Borovnici,45.9375,14.36667,326,302,0
Kostanjevec,46.39484,15.51935,326,333,0
Crni Potok,46.03062,14.84144,326,263,0
Vrhe,46.53333,15.03333,327,463,0
Kal nad Kanalom,46.08333,13.74028,327,667,0
Tribuce,45.55,15.25,328,200,0
Krapje,46.56667,16.21667,328,183,0
Gradisce,46.64778,16.10889,328,193,0
Vitomarci,46.5275,15.93944,329,254,0
Sentrupert,45.97778,15.09556,329,271,0
Podhom,46.38803,14.09173,329,566,0
Bis,46.5275,15.88694,329,241,0
Creta,46.47963,15.63271,329,323,0
Zalna,45.94,14.70722,330,335,0
Velike Zablje,45.86667,13.85056,330,89,0
Povir,45.69861,13.93611,330,405,0
Dolz,45.76111,15.25167,331,401,0
Zgornji Jakobski Dol,46.6523,15.71628,332,298,0
Zabnica,46.19861,14.33306,332,373,0
Muljava,45.89889,14.79778,332,296,0
Drazgose,46.26359,14.14949,332,1038,0
Dovze,46.46194,15.16611,332,576,0
Ciglence,46.5,15.76667,332,258,0
Soteska,46.22867,14.64931,332,471,0
Vikrce,46.127,14.44476,332,323,0
Smolnik,46.5225,15.45417,334,620,0
Gerlinci,46.75833,16.00944,334,333,0
Jagnjenica,46.05903,15.12511,334,351,0
Tomaj,45.75583,13.85306,335,357,0
Dolnja Kosana,45.66278,14.12417,335,447,0
Dolga Brda,46.55975,14.86544,335,536,0
Preserje,45.95694,14.41889,336,360,0
Podgora,46.51667,14.96667,336,562,0
Mahovnik,45.65028,14.84833,336,471,0
Babno Polje,45.64519,14.54942,337,761,0
Rodine,46.38333,14.18333,338,628,0
Kresniske Poljane,46.08333,14.75,338,407,0
Hum pri Ormozu,46.41778,16.20056,338,259,0
Dobruska Vas,45.88917,15.30806,338,155,0
Dolnja Pocehova,46.59755,15.66431,338,255,0
Topolc,45.58361,14.21667,339,411,0
Kal,45.66833,14.16611,340,468,0
Breg,46.33972,15.73722,340,244,0
Formin,46.41056,16.03528,341,205,0
Zacret,46.24678,15.316,341,249,0
Zikarce,46.51944,15.78111,342,380,0
Lutverci,46.68333,15.95,342,213,0
Dolina pri Lendavi,46.53917,16.50667,342,169,0
Sv. Primoz na Pohorju,46.5497,15.16953,343,701,0
Podvelka,46.58694,15.33056,343,443,0
Olsevek,46.28333,14.43333,343,450,0
Koseze,45.55028,14.24361,343,419,0
Cezsoca,46.31947,13.54635,343,383,0
Mestinje,46.23778,15.56333,343,228,0
Dolga Poljana,45.8719,13.92951,343,102,0
Repnje,46.16667,14.48333,344,337,0
Zatolmin,46.19516,13.72733,344,263,0
Pisece,46.0031,15.6459,345,252,0
Lom pod Storzicem,46.36694,14.33639,346,718,0
Batuje,45.89639,13.77778,346,126,0
Vrbnje,46.35217,14.19115,346,513,0
Cerovec pod Bocem,46.26221,15.64936,346,495,0
Spodnji Zerjavci,46.60235,15.85486,347,301,0
Negova,46.60944,15.93889,347,274,0
Kolicevo,46.15684,14.61052,347,313,0
Bohinjska Cesnjica,46.29556,13.94472,347,607,0
Blatna Brezovica,45.97972,14.34778,347,287,0
Zaborst pri Dolu,46.09533,14.63706,347,328,0
Stara Nova Vas,46.58417,16.12278,348,184,0
Kostanjevica na Krasu,45.845,13.64167,348,286,0
Gomilsko,46.25278,15.04222,348,294,0
Cepovan,46.04944,13.79694,348,646,0
Druzinska Vas,45.86366,15.25839,348,167,0
Stanjel,45.82333,13.84361,349,314,0
Gric,45.75652,14.70988,349,506,0
Vukovje,46.58941,15.73945,350,280,0
Zagorje,45.63972,14.22444,351,570,0
Mota,46.55083,16.22639,351,174,0
Mostje,46.6067,16.42573,351,162,0
Mali Vrh pri Smarju,45.98333,14.5975,351,360,0
Hrastovec,46.38591,15.12032,352,461,0
Sv. Lovrenc,46.23084,15.10783,352,335,0
Zaga,46.30937,13.47965,353,345,0
Matenja Vas,45.74056,14.19056,353,534,0
Grajska Vas,46.23924,15.05498,353,291,0
Podnart,46.29523,14.25573,354,383,0
Krasnja,46.16667,14.73333,354,461,0
Bukovzlak,46.23333,15.3,354,243,0
Loka,46.34377,14.28834,354,483,0
Lahonci,46.47975,16.1282,355,241,0
Zgornji Porcic,46.58627,15.86495,356,307,0
Mala Polana,46.58667,16.35083,356,168,0
Griblje,45.57417,15.29111,356,153,0
Matke,46.20841,15.11614,356,424,0
Kljucarovci pri Ljutomeru,46.55278,16.13778,357,182,0
Jelovec,46.56667,15.56667,357,300,0
Grajena,46.45889,15.84194,357,275,0
Potoce,46.31047,14.44578,357,864,0
Kumen,46.50644,15.38302,357,938,0
Vescica,46.52166,16.25784,357,170,0
Pocehova,46.58606,15.65229,358,301,0
Trnovo,45.97417,13.74333,359,777,0
Selce,46.51667,15.83333,359,310,0
Gabrsko,46.1748,15.04814,359,362,0
Veceslavci,46.78889,16.02667,360,262,0
Hrastje-Mota,46.61472,16.08583,360,195,0
Cegelnica,46.27967,14.32105,360,438,0
Vace,46.12,14.83917,361,513,0
Vintarovci,46.48333,15.86583,362,276,0
Kupsinci,46.67361,16.11972,362,193,0
Gorice,46.31667,14.35,362,477,0
Meniska Vas,45.75986,15.0387,363,179,0
Arto,45.98721,15.36446,363,286,0
Zavrstnik,46.04722,14.81833,364,285,0
Skorba,46.41667,15.83333,364,227,0
Spodnji Jakobski Dol,46.61512,15.74558,365,255,0
Spodnja Kapla,46.62975,15.39382,365,675,0
Zgornja Loznica,46.38333,15.51667,366,309,0
Brezje pri Trzicu,46.35744,14.27543,366,661,0
Trnovska Vas,46.52019,15.88657,367,247,0
Dobrovo,45.99639,13.52639,368,134,0
Vinska Gora,46.34105,15.1728,368,347,0
Log,46.5248,15.54368,370,616,0
Zenkovci,46.73167,16.08611,371,232,0
Tesanovci,46.6825,16.24694,371,184,0
Bukovska Vas,46.55,15.05167,371,361,0
Sv. Florijan,46.25643,15.67692,371,272,0
Dobrovlje,46.35855,15.40641,371,354,0
Breg pri Kocevju,45.65922,14.84141,371,469,0
Zgornji Tuhinj,46.23333,14.78333,372,962,0
Mali Vrh,46.33333,15.05,372,389,0
Zgosa,46.36785,14.1973,372,547,0
Ponikva pri Zalcu,46.31222,15.14194,373,402,0
Osek,46.58333,15.9,373,238,0
Hrib-Loski Potok,45.70688,14.61674,373,797,0
Prekorje,46.27108,15.27691,373,285,0
Vesenik,46.34743,15.44095,373,345,0
Crnova,46.33,15.17639,374,358,0
Rakovlje,46.28314,15.04134,374,296,0
Trstenik,46.31833,14.37,375,511,0
Kuzma,46.83694,16.08333,375,260,0
Zapuze,45.88051,13.91873,377,124,0
Ustje,45.86987,13.89513,377,100,0
Pristava,45.94917,13.63861,377,141,0
Sentrupert,46.17143,15.3494,377,524,0
Spodnja Senica,46.15,14.4,378,342,0
Sentjost nad Horjulom,46.03333,14.23333,378,525,0
Planina pri Sevnici,46.11139,15.40944,378,458,0
Predmeja,45.95417,13.87389,379,1006,0
Bircna Vas,45.74559,15.14462,379,245,0
Sv. Peter,45.47194,13.68139,379,161,0
Gorenje,45.67076,14.85535,379,503,0
Volcji Potok,46.2,14.61667,381,393,0
Ptujska Gora,46.355,15.76,381,329,0
Kozana,45.99278,13.55028,381,162,0
St. Jurij,45.92378,14.62399,381,350,0
Skorno pri Sostanju,46.37733,15.01082,383,573,0
Braslovce,46.28972,15.03889,383,302,0
Dragonja,45.46056,13.66,383,72,0
Brje,45.86329,13.81739,384,202,0
Zgornje Jarse,46.16232,14.59512,385,320,0
Jurovski Dol,46.60639,15.78472,385,265,0
Rosalnice,45.65243,15.34038,386,150,0
Podvin,46.26089,15.16535,386,258,0
Zavrh,46.53641,15.82913,387,349,0
Posavec,46.3109,14.24051,387,394,0
Vranji Vrh,46.6894,15.72405,387,307,0
Socka,46.34278,15.27611,388,330,0
Podvrh,46.26667,15.01667,388,333,0
Podlehnik,46.33528,15.88,388,231,0
Jevnica,46.08333,14.75,389,407,0
Zvirce,46.33167,14.28111,389,497,0
Zerjav,46.48389,14.88215,389,607,0
Kristan Vrh,46.21758,15.58056,390,262,0
Velika Ligojna,45.9925,14.29278,391,302,0
Mosnje,46.33481,14.2109,391,481,0
